Classe                              ;DesignRole                        ;Concorda?;
br.gov.se.sefaz.sae.talonario.to.emitirExtratoTalaoPorUnidade.ExtratoTalao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.TransacaoTalonario;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.cancelarDAEManual.AlterarHistoricoDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.devolverTalao.ListarDAEsTalaoParaDevolucao;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.excluirViaEletronica.ConsultarViaEletronica;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.receberTalao.obterTaloesRecebimento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.repassarTalao.RepassarTalaoSupervisor;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.cancelarDAEManual.ConsultaDAEParaCancelamento;TRANSACAO;SIM;
br.gov.se.sefaz.sae.talonario.to.alterar.CorrigirNumeroTalaoDAEManual;TRANSACAO;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.AtualizarValorRepasse;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.base.DAEVencido;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.carga.GerarReplicacaoHostHistoricoPLSQL;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.GerarArquivoRepasseFinanceiroDAEBase;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNRE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAS;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.GerarArqRepasseDAEResiduo;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqErroRepasseDAE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.antecipacaoMensal.GerarInaptidaoSimplesNacional;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.carga.GerarReplicacaoHostPLSQL;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoIPVA;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.antecipacaoMensal.AtualizarDAEMensalLiminarCassada;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.correcao.CorrigirDadosGNRE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.correcao.CorrigirNumeroTalaoDAEManual;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.relatorios.GerarSituacaoDAEMensal;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.antecipacaoMensal.GerarInaptidaoDAE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.arquivo.GerenciadorArquivos;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.GerarArqRepasseDAE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.gnre.ConsultarLotesContingencia;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqChequeDevolvido;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.correcao.AlterarCodigoDeBarras;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.antecipacaoMensal.ExcluirInaptidaoSimplesNacional;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.antecipacaoMensal.GerarDAEMensal;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.chequeDevolvido.BaixaCheqDevPrescrito;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNRE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.arquivo.ReceberArquivo;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.antecipacaoMensal.ExcluirInaptidaoDAE;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarCompensacaoCheque;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.GerarArqRepasseBB;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNREOnLine;BACKGROUNDPROCESS;SIM;
br.gov.se.sefaz.sae.ti.SAEIntegracaoSIT;[CONSTANTESEMISSAODAE];SIM;
br.gov.se.sefaz.sae.ti.SAEIntegracaoSAP;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ti.SAEIntegracaoSPED;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ti.SAEIntegracaoSAF;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ti.SAEIntegracaoSRC;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ti.SAEIntegracaoSIC;UNDEFINED;SIM;
br.gov.se.sefaz.sae.ti.SAEIntegracaoITCMD;UNDEFINED;SIM;
br.gov.se.sefaz.sae.util.campo.CamposSAE;[CONSTANTES, CONSTANTESEMISSAODAE];SIM;
br.gov.se.sefaz.sae.util.ConstantesIPVA;UNDEFINED;SIM;
br.gov.se.sefaz.sae.util.data.DatasSAE;[CONSTANTESEMISSAODAE];SIM;
br.gov.se.sefaz.sae.util.ParametrosSAE;PARAMETROS;SIM;
br.gov.se.sefaz.sae.util.Excecao;EXCEPTION;SIM;
br.gov.se.sefaz.sae.util.Credencial;[BR.GOV.SE.SEFAZ.TRANS.CREDENCIAL];SIM;
br.gov.se.sefaz.sae.gnre.ws.contingencia.xml.ObjectFactory;UNDEFINED;SIM;
br.gov.se.sefaz.sae.gnre.ws.contingencia.xml.TContgGNRE;ENTITY;SIM;
br.gov.se.sefaz.sae.gnre.ws.contingencia.xml.GnreCabecMsg;ENTITY;SIM;
br.gov.se.sefaz.sae.gnre.ws.contingencia.WsContingencia;UNDEFINED;SIM;
br.gov.se.sefaz.sae.gnre.ws.contingencia.xml.TContgSolicGNRE;ENTITY;SIM;
br.gov.se.sefaz.sae.gnre.ws.contingencia.xml.TRetornoGNRE;ENTITY;SIM;
br.gov.se.sefaz.sae.gnre.ws.contingencia.xml.XMLConvert;UNDEFINED;SIM;
